sentence,nsubj,root,split
Araçlarından inen iki polis sulara basmamak için sıçrayarak kapıya doğru yaklaşıyorlar .,['polis'],['yaklaşıyorlar'],train4
Mallar nakliyat şirketinin araçlarıyla depoya sevkedildi,['Mallar'],['sevkedildi'],train4
"Atların nal tıkırtıları , demir tekerlek gürültüleri işitildi .","['nal', 'tıkırtıları']",['işitildi'],train4
"Başı yemenili , ayağı takunyalı sarışın bir köylü kızı bana sordu .",['kızı'],['sordu'],train4
"Okul arkadaşlarından birkaçı dine bağlılık gösterir gibiydiler , büyüdüler , gene namazcı kaldılar .",['birkaçı'],['kaldılar'],train4
Başında kalın ve beyaz ipekten bir namaz bezi vardı .,['bezi'],['vardı'],train4
"Bu imkân ve şerait , çok namüsait bir mahiyette tezahür edebilir .",['imkân'],['edebilir'],train4
Öğleye yakın bu sis dağılınca gökyüzü namütenahi açılıyordu .,"['sis', 'gökyüzü']",['açılıyordu'],train4
"Gözü çıksın kasabanın , sabahın onunda su nanay , depo nanay .","['su', 'depo']",['nanay'],train4
"Bu eller , vücuda getireceği tesirle duman ve ateş içinde , bütün bir memleketin son feryadını uyandırarak soğuyup donabilirdi .",['eller'],['donabilirdi'],train4
Sağdan soldan nargile gurultularının yükseldiği işitiliyordu .,['gurultularının'],['işitiliyordu'],train4
Narsist kompleksi az buçuk herkeste vardır .,['kompleksi'],['vardır'],train4
Falih Rıfkı Atay gibi en güzel Türkçeyi yazan bir muhabirin kaleminden bu satırlar nasıl çıktı ?,['satırlar'],['çıktı'],train4
Türk'e ve Türk vatanına bir kurtuluş nasip ise onu gene Mehmetçiklerden beklemeliyiz .,['kurtuluş'],['beklemeliyiz'],train4
"Onun bir başka anlamı da bir düşüncenin , bir kuramın soyutça anlatılmasından doğar .",['anlamı'],['doğar'],train4
"Gelgelelim bu nazeninim , gümrük kolcularıyla fingirdemeye başlamış .",['nazeninim'],['başlamış'],train4
Bu ne kıyafet ?,['Bu'],['kıyafet'],train4
"Esirliğin ağır ve ateşli zincirleri altında inleyen her Müslüman , bir necat gününden ümidini kesmemiş .",['Müslüman'],['kesmemiş'],train4
"İzmir'in işgali faciası , özel nedenlerden , onu ayrıca ilgilendiriyor .",['faciası'],['ilgilendiriyor'],train4
Bulunduğum kanepeye bir ihtiyarın gelip oturmuş olduğunu neden sonra fark ettim .,['ihtiyarın'],['ettim'],train4
Alay doktoru nefes nefese kulübeden içeriye dalar .,['doktoru'],['dalar'],train4
"Bu nefiy hadisesinin dehşeti konakta , için için hissolunurdu .",['dehşeti'],['hissolunurdu'],train4
Karacaahmet'in koyu servileri bulutsuz ufukta neftî bir leke hâlinde göze batıyordu .,['servileri'],['batıyordu'],train4
Bütün mahzuru otuz altı film bitmeden negatifi çıkaramıyorsunuz .,['film'],['mahzuru'],train4
"O koca çınarın altındaki fıskiyeli , kameriyeli , neon ışıklı havuz kaça çıkardı ?",['havuz'],['çıkardı'],train4
Arabacım neredeyse donmak üzere .,['Arabacım'],['donmak'],train4
İlkokul neresi ?,['İlkokul'],['neresi'],train4
"Bir şehrin hayalimizde aldığı çehreleri , insandan insana değiştiği gibi nesilden nesile de değişir .","['şehrin', 'çehreleri']",['değişir'],train4
"Bir adam , ' yan taraftaki geniş kapının iki kanadını ' açtı .",['adam'],['açtı'],train4
Odada derin bir neşesizlik yüzleri buruşturmuştu .,['neşesizlik'],['buruşturmuştu'],train4
Danimarka'da pornografik kitap ve resimlerin yayımlanması yasağı kalktı .,"['kitap', 'yasağı']",['kalktı'],train4
"Bu , bir türlü neticelenmeyen maceranın artık hiç şüphesiz sonudur .",['Bu'],['sonudur'],train4
Bu ücra ve metruk sarayda yalnız arada sırada bir Türk gencinin neyi işitiliyor .,['neyi'],['işitiliyor'],train4
Buranın görüsü geniş .,['görüsü'],['geniş'],train4
Ortadan ayrılan bir bölmeyle de diğer nısfında Bora Reis yatıyordu .,['Bora'],['yatıyordu'],train4
Ben nihayete doğru yanımdaki çocuğu dürterek kalktım .,['Ben'],['kalktım'],train4
"O , şimdi bir sahnenin önünde vatanının her bucağından gelen nihayetsiz minnet ve şükran uğultusunu işitiyordu .",['O'],['işitiyordu'],train4
Kadın nikâhından vazgeçmiş .,['Kadın'],['vazgeçmiş'],train4
Siz erkekler ekseriya nikâhlı kadınla nikâhsız kadınlarınız arasında bir fark gözetirsiniz .,['erkekler'],['gözetirsiniz'],train4
"En büyük günahımız yüzümüzde bir peçe , sırtımızda bir çarşaf olması .",['peçe'],['günahımız'],train4
"Desem ki sen benim için hava kadar lazım / Ekmek kadar mübarek / Su gibi aziz bir şeysin / Nimetsin , nimettensin",['sen'],['nimettensin'],train4
"Gırç gırç bir beşik sallanıyor , kalın , uzun bir kadın sesi ninni söylüyordu .","['beşik', 'sesi']",['söylüyordu'],train4
"Biz de yılın ilk gününü önce bir nirengi noktası , sonra da giderek bir bayram olarak aldık .","['Biz', 'noktası']",['aldık'],train4
Zira melal devri uzadığı nispette kuvvetli ve devamlı oluyor .,['devri'],['oluyor'],train4
"Erdal , nişan halkasına benzediğini fakat taşlarının iri olduğunu söyledi .","['Erdal', 'taşlarının']",['söyledi'],train4
Ağzı kilitli halktan ve senden başka beni doğrulayan yok .,"['Ağzı', 'doğrulayan']",['yok'],train4
Henüz nizamiye ve gönüllü taburcuların neferleri dağılmamıştı .,['nizamiye'],['dağılmamıştı'],train4
Bizim çocukluğumuzda Noel ve yılbaşı gâvur bayramlarıydı .,['Noel'],['bayramlarıydı'],train4
"Üstünde daima saz rengi , hardal rengi , nohudi renklerde veya bunları andıran bir renkte bir esvabı vardı .",['esvabı'],['vardı'],train4
Orada polis noktası var .,['noktası'],['var'],train4
"Bu akşam nöbet sizde , masrafı siz yapacaksınız .","['nöbet', 'siz']",['yapacaksınız'],train4
"Bir aralık nöbeti artmış olacak , kebenin altından arabacıya seslendi .",['nöbeti'],['seslendi'],train4
Tüm duyularım uyanık olarak trenimin rengini ve numarasını bulmaya çalışırdım .,['duyularım'],['çalışırdım'],train4
Bu numaralar da olmasa yazlık bahçelerin tadı olmayacak .,"['numaralar', 'tadı']",['olmayacak'],train4
"Nurani , babacan , hoşlanılır bir ihtiyar olamazsın .",['ihtiyar'],['olamazsın'],train4
Bu yazma eserin üç nüshası daha var .,['nüshası'],['var'],train4
"O , maşallah ne güzel !",['O'],['güzel'],train4
Şimdi bunlar sırf müzelik birer obje olarak duruyorlar .,"['bunlar', 'obje']",['duruyorlar'],train4
"Sadece Vedia ile evlenmeleri bile yılanlı , timsahlı , obruklu koskoca bir bataklığı geçişe benzerdi .",['evlenmeleri'],['benzerdi'],train4
Üç balıkçı güneş batarken kumların üzerine iki taştan bir ocak yaptılar ve ateş yaktılar .,['balıkçı'],['yaptılar'],train4
Anlaşılan çamaşırcı giderken ocağı tam söndürmemiş olacak .,['çamaşırcı'],['olacak'],train4
Henüz temelleri atılmayan kendi ocağım kurulmadan yıkılmıştı .,['ocağım'],['yıkılmıştı'],train4
Bacaların ağzından çok dumanlar savruldu .,['dumanlar'],['savruldu'],train4
Bütün sporseverler olimpiyat oyunlarına odaklandı .,['sporseverler'],['odaklandı'],train4
"Köysüz , odsuz ocaksız , sessiz yollarda birdenbire insanlar peyda oluyordu .",['insanlar'],['oluyordu'],train4
"Bir hademe , kocaman odun sobasının önüne çömelmiş , bekliyordu .",['hademe'],['bekliyordu'],train4
Bu su onu da devirir oğul !,['su'],['devirir'],train4
"O , oğulsuz yaşardı da atsız yaşamazdı .",['O'],['yaşamazdı'],train4
"Onun hemen yanında duran küçük kız başını önüne eğmiş , alt dudağını sarkıtmış , kırmızı ojeli parmaklarını kucağında kavuşturup taş kesilmişti .",['kız'],['kesilmişti'],train4
Biz çocuklar evimizi çok beğendik .,['çocuklar'],['beğendik'],train4
"Ablak yüzlü , okkalı bir adamdı nazır hazretleri .",['hazretleri'],['adamdı'],train4
"Ceviz kadar sünger , iki üç yılda üç okkalık karpuz kadar büyür .",['sünger'],['büyür'],train4
Okul dağıldı .,['Okul'],['dağıldı'],train4
"Okuması vardı , yazması azdı .","['Okuması', 'yazması']",['azdı'],train4
"Salon boşalmaya başladı , biz şiirler okuyup dinliyoruz .","['Salon', 'biz']",['dinliyoruz'],train4
Küçük Selim köy okulunda az buçuk okuma yazma öğrendi .,['Selim'],['öğrendi'],train4
Bütün söyleyecekleri yüzünden okunuyor .,['söyleyecekleri'],['okunuyor'],train4
"Bazı kentlerin , insanın üstünde olağanüstü bir etkisi oluyor .",['kentlerin'],['oluyor'],train4
Kadın milletinin bu gibi ince hesaplarda olağanüstü bir kabiliyeti var .,['milletinin'],['var'],train4
Olanaksızlıklara karşın başarıya erenler büyük yetenekler ve çalışkanlıkta insanüstü denebilecek bir düzeyi gerçekleştirmiş olanlardır .,['erenler'],['yetenekler'],train4
"Uzakta ufacık , bambaşka , olasıya beyaz sevimli bir ışık belirdi .",['ışık'],['belirdi'],train4
Ben oldum bittim ağlamaya dayanamam .,['Ben'],['dayanamam'],train4
Bugün Fransa gibi iki yüz yıl önce oligarşiyi yıkmış bir ülkede hâlâ kral diye bağıranlar vardır .,['bağıranlar'],['vardır'],train4
Balkan Olimpiyatı'na birinciler gidecek dendi mi bizim ekip hava aldı demektir .,"['birinciler', 'ekip']",['demektir'],train4
"Okumak , eczacı olmak bu sayılı inatlarından biri ve ilkidir .",['eczacı'],['biri'],train4
Gülüşü içli bir duyarlığa dönüştü yüzünde .,['Gülüşü'],['dönüştü'],train4
Çay oldu .,['Çay'],['oldu'],train4
İlişkilerimiz dostça olsun istiyorum .,['İlişkilerimiz'],['istiyorum'],train4
Pırlanta gerdanlığı da tektaş küpesi de zümrüt yüzüğü de kendinin olsun !,['gerdanlığı'],['olsun'],train4
Ankara'nın sorumluları bu oltanın yabancısı değillerdi .,['sorumluları'],['yabancısı'],train4
"Haziran gecesinin sıcağı bir yandan , ateş bir yandan , yüzlerinde oluk oluk ter akıyordu .",['ter'],['akıyordu'],train4
"Omurgası çürümüş , sintinesi su eden eski bir gemide gibi durgun bir limanın rıhtımına bağlanmıştır .","['Omurgası', 'sintinesi']",['bağlanmıştır'],train4
"Ara sıra yükselen çatlak sesler , sorulan aykırı sorular bu dayanışmayı bozacaktır .",['sesler'],['bozacaktır'],train4
Adam olanı bir defa omuzlamak yeter .,['Adam'],['yeter'],train4
"Apoletleri , kalpağının şeritleri mutlu ışıklar gibi parlıyormuş .",['Apoletleri'],['parlıyormuş'],train4
Yeğeninin ona çeken tek yanı yoktur .,['yanı'],['yoktur'],train4
Onarımı yeni bitmiş yapının önünde hayvanın dizginlerini tıpkı tıpkısına bir erkek gibi çekti .,['Onarımı'],['çekti'],train4
Koca Yusuf onca atın içinden üç at seçememişti .,['Yusuf'],['seçememişti'],train4
"Kız , gür , kıvır kıvır saçlarının süslediği başını kaldırdı .","['Kız', 'saçlarının']",['kaldırdı'],train4
"Eskiden böyle şeylere biraz aldırırdım , şimdi on paralık etkisi yok .",['etkisi'],['yok'],train4
Mürettiphanede operatörler İhsan Baba'nın etrafını çevirmişler .,['operatörler'],['çevirmişler'],train4
Onun çalıp söylediği bir operet parçasını tekrarlıyordum .,['Onun'],['tekrarlıyordum'],train4
Briç masasında operetçi Muhlis Sabahattin başı çeker .,['Muhlis'],['çeker'],train4
Orakta köylünün işi çok olur .,['işi'],['olur'],train4
Orakçılar bu türküyü mırıldanarak saplara tırpan sallıyorlardı .,['Orakçılar'],['sallıyorlardı'],train4
"Kahve caddeye oranla azıcık geride , bir bahçe içinde .",['Kahve'],['geride'],train4
İşin orası önemli değil .,['orası'],['önemli'],train4
"Dördüncü Ordu Karargâhına gidiş , artık bir mabede çıkılıyor gibi baş döndürür .",['gidiş'],['döndürür'],train4
Devlet hem ordusuz hem donanmasız kalıyor .,['Devlet'],['kalıyor'],train4
Ne ki organik bütünlüğü ve büyüklüğü kalmamıştı .,['bütünlüğü'],['kalmamıştı'],train4
Ankara ikliminin en orijinal tarafını ısıda buluruz .,['tarafını'],['buluruz'],train4
"Locadan çıkarken , davulu üstüne on lira atılan orkestra , zeybek havası çalmaya başlar .","['lira', 'orkestra']",['başlar'],train4
"Eczacı , bankacı olup da geceleri orkestracı kesilen derme çatma orkestramız .","['Eczacı', 'orkestracı']",['orkestramız'],train4
Orsa ! diye bağırmasıyla dümeni basması bir oldu .,['basması'],['oldu'],train4
"Kıyılardan gelen rüzgârlar , denizin küçücük dalgacıklarıyla oynaşıyorlar .",['rüzgârlar'],['oynaşıyorlar'],train4
İkisi de kendisine yardım ve ortaklık etmek istiyor .,['İkisi'],['istiyor'],train4
"Dileklerine eremeyenler gelir , aynı yerde hiddetle haykırır , yumruklarıyla kapıları , perdeleri döverlermiş . cümlesinde dileklerine eremeyenler ortak öznedir .","['eremeyenler', 'eremeyenler']",['öznedir'],train4
"Ortalıkta güneş olmadığı , hava yine bulutlu olduğu hâlde , tatlı bir aydınlık vardı .","['güneş', 'hava', 'aydınlık']",['vardı'],train4
Yaygın bir kültürü ve her çeşit insanı kavrayacak bir sunuş tarzı vardı .,['tarzı'],['vardı'],train4
Öteki arkadaşlarının girdiği orta oyununa girmeyi düşündü .,['arkadaşlarının'],['düşündü'],train4
Hacı Reşit'in dükkânında post kuran orta yolcular arasında Muallim Naci başı çeker .,['Muallim'],['çeker'],train4
"Eh , biz her vakit duamızı , orucumuzu eksik etmeyiz , çok şükür !",['biz'],['şükür'],train4
Benim bildiğim Osmanlı kadınları dobra dobradır .,"['Benim', 'kadınları']",['dobradır'],train4
Sonbahar sonları olduğu için orada ancak iki ihtiyar otçu ile bir bahçıvan iskambil oynuyorlardı .,['sonları'],['oynuyorlardı'],train4
Otelci boş yere rahatsız edilen bir kimse tavrı ile omuzlarını silkti .,['Otelci'],['silkti'],train4
"Çimenler üzerinde çocuklar oynuyor , kuzular otluyor .","['çocuklar', 'kuzular']",['otluyor'],train4
"Dillere destan olan oturak âlemlerinde göbeği atan , erkek değil , kadındır .",['destan'],['kadındır'],train4
"Bakın , hikâye zordur , acımasız ve hoşgörüsüzdür .",['hikâye'],['zordur'],train4
Uydu yörüngeye oturdu .,['Uydu'],['oturdu'],train4
Kontrbas öğretmeni Rıza'nın daha bir oturmuşluğu vardır rolüne .,['oturmuşluğu'],['vardır'],train4
"Kocası okurken gözleriyle satırları takip ediyor , elleriyle boncuk çantasını ovalıyordu .",['Kocası'],['ovalıyordu'],train4
Ahmet kahveden içeri girerken ellerini ovuşturarak söyleniyordu .,['Ahmet'],['söyleniyordu'],train4
Biz onu eğlendirdiğimiz kadar o da bizi oyalamıştı .,"['Biz', 'o']",['oyalamıştı'],train4
"Benim için açtı bu güller / Oylum oylum , katmer katmer",['güller'],['oylum'],train4
Boyalı ve kabarık oymaları birer çiçek demetini hatırlatan bir yalı vardı .,"['oymaları', 'yalı']",['vardı'],train4
Atalarımızın çok güzel bir sözü vardır .,['sözü'],['vardır'],train4
Zeybek oynak bir müziktir .,['Zeybek'],['müziktir'],train4
"Çimenler üzerinde çocuklar oynuyor , kuzular otluyor .","['çocuklar', 'kuzular']",['otluyor'],train4
"Birisi dedi ki bu iki perdelik bir oyun imiş , bitince ötekini oynayacaklarmış .","['Birisi', 'bu']",['oynayacaklarmış'],train4
Akıllı bir adam mermer üzerinde keser oynatır mı ?,['adam'],['oynatır'],train4
Birbirine karışmış nal oyuklarından gündüz beş on kişilik bir devriyenin geçip gittiği anlaşılıyordu .,['devriyenin'],['anlaşılıyordu'],train4
"Oyuncak değil , mesele çok ciddi .",['mesele'],['ciddi'],train4
Ceketin kol oyuntusu iyi açılmamış .,['oyuntusu'],['açılmamış'],train4
"Öbürleri , elleri silahlarında bu oyunu seyrediyorlardı .","['Öbürleri', 'elleri']",['seyrediyorlardı'],train4
Derinlerden gelen öd ve günlük kokuları etrafı ve havayı sardı .,['kokuları'],['sardı'],train4
Kısa ve uzun vadeli hiçbir ödünç alma imkânı yoktu .,['imkânı'],['yoktu'],train4
"O savaşı başarıya ulaştıran en kuvvetli öge , ne yabancıdan gördüğümüz yardım ne de bugünkü özel girişimcilerin gayretleridir .",['öge'],['yardım'],train4
Babam içki içiyordu .,['Babam'],['içiyordu'],train4
Öğleüstü güreş başladı .,['güreş'],['başladı'],train4
Matematiği bana babam öğretti .,['babam'],['öğretti'],train4
"Birinci ciltte garip , kaçık , bön , saf gördüğümüz Don Kişot , ikinci ciltte nasihatçi , oldukça muvazeneli bir adam oluyor .",['Don'],['oluyor'],train4
"Efendim , çocuk durmaz , koşar , terler , öksürür .",['çocuk'],['durmaz'],train4
"Trende herkes uyuyor , uzun bir öksürük silsilesi ve bazı iniltilerden başka ses yok .","['herkes', 'ses']",['yok'],train4
"Sonra bir yerden , yaşlı , öksürüklü bir adam çıkıverirdi .",['adam'],['çıkıverirdi'],train4
"Deminki öksüzlük hâlim birden , acayip bir merakla dayanılmaz bir tecessüs hissine dönmüştü .",['hâlim'],['dönmüştü'],train4
Çeşmenin önünde birkaç öküz arabası ve bir dizi kağnı dinleniyor .,['arabası'],['dinleniyor'],train4
"Ziyanımız , ölçülere sığmayacak kadar büyüktür .",['Ziyanımız'],['büyüktür'],train4
Bu alanın ölçümü iki kilometrekaredir .,['ölçümü'],['kilometrekaredir'],train4
